question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count
2024-122_a_27,How do you identify your sexual orientation?,A,how-do-you-identify-your-sexual-orientation,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-27,1000,1000.0000000000667,+/- 3.4%,false,5
2024-122_a_28,"Healthcare providers should have the right to refuse medical care to lesbian, gay, bisexual, transgender, or queer (LGBTQ) patients based on the healthcare provider’s sincerely held principles.",A,healthcare-providers-should-have-the-right-to-refuse-medical-care-to-lesbian-gay-bisexual-transgender-or-queer-lgbtq-patients-based-on-the-healthcare-provider-s-sincerely-held,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-28,1000,1000.0000000000667,+/- 3.4%,false,6
2024-122_a_29,Did you ever experience racial discrimination as a youth (under 18 years of age)?,A,did-you-ever-experience-racial-discrimination-as-a-youth-under-18-years-of-age,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-29,1000,1000.0000000000667,+/- 3.4%,false,2
2024-122_a_3,Have you checked your blood pressure in the last year?,A,have-you-checked-your-blood-pressure-in-the-last-year,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-3,1000,1000.0000000000667,+/- 3.4%,false,2
2024-122_a_30,Are you of African descent?,A,are-you-of-african-descent,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-30,1000,1000.0000000000667,+/- 3.4%,false,7
2024-122_a_31,"How often do you feel nervous, depressed, or emotionally stressed about the future because of climate change?",A,how-often-do-you-feel-nervous-depressed-or-emotionally-stressed-about-the-future-because-of-climate-change,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-31,1000,1000.0000000000667,+/- 3.4%,false,7
2024-122_a_4,Have cultural factors influenced your decisions about cancer screenings?,A,have-cultural-factors-influenced-your-decisions-about-cancer-screenings,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-4,1000,1000.0000000000667,+/- 3.4%,false,3
2024-122_a_5,How likely are you to consider receiving a Streptococcus Pneumoniae (Pneumococcal disease) vaccine if you are eligible?,A,how-likely-are-you-to-consider-receiving-a-streptococcus-pneumoniae-pneumococcal-disease-vaccine-if-you-are-eligible,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-5,1000,1000.0000000000667,+/- 3.4%,false,5
2024-122_a_6,Have you used marijuana in the past year?,A,have-you-used-marijuana-in-the-past-year,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-6,1000,1000.0000000000667,+/- 3.4%,false,3
2024-122_a_7,Have you used cannabis in the past year?,A,have-you-used-cannabis-in-the-past-year,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-7,1000,1000.0000000000667,+/- 3.4%,false,3
2024-122_a_8,Have you used any hemp-based THC product in the last year?,A,have-you-used-any-hemp-based-thc-product-in-the-last-year,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-8,1000,1000.0000000000667,+/- 3.4%,false,3
2024-122_a_9,"Within the last year, on average, how many substances (alcohol, tobacco, marijuana, nicotine in vaping) do you use per week?",A,within-the-last-year-on-average-how-many-substances-alcohol-tobacco-marijuana-nicotine-in-vaping-do-you-use-per-week,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-a-9,1000,1000.0000000000667,+/- 3.4%,false,5
2024-122_b_1,How much do you agree with this statement: “I feel addicted to using my phone?”,B,how-much-do-you-agree-with-this-statement-i-feel-addicted-to-using-my-phone,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-1,1000,1000.0000000000484,+/- 3.4%,false,5
2024-122_b_10,"Do you have access to quality food (food that is fresh, healthy, and affordable), in your area of Louisiana?",B,do-you-have-access-to-quality-food-food-that-is-fresh-healthy-and-affordable-in-your-area-of-louisiana,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-10,1000,1000.0000000000484,+/- 3.4%,false,4
2024-122_b_11,Do you know what the Supplemental Nutrition Assistance Program (SNAP) is?,B,do-you-know-what-the-supplemental-nutrition-assistance-program-snap-is,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-11,1000,1000.0000000000484,+/- 3.4%,false,2
2024-122_b_12,Do you know what benefits are available in the SNAP?,B,do-you-know-what-benefits-are-available-in-the-snap,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-12,1000,1000.0000000000484,+/- 3.4%,false,2
2024-122_b_13,Have you ever applied for SNAP (Supplementary Nutrition Assistance Program)?,B,have-you-ever-applied-for-snap-supplementary-nutrition-assistance-program,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-13,1000,1000.0000000000484,+/- 3.4%,false,4
2024-122_b_14,Are you in a program that serves Free Medically Tailored Meals?,B,are-you-in-a-program-that-serves-free-medically-tailored-meals,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-14,1000,1000.0000000000484,+/- 3.4%,false,3
2024-122_b_15,What is your current perception of co-response programs across the country?,B,what-is-your-current-perception-of-co-response-programs-across-the-country,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-15,1000,1000.0000000000484,+/- 3.4%,false,6
2024-122_b_16,Please rate the extent to which you agree or disagree with the following statement: The US Government should allocate greater resources to improve maternal health for women who experience poor maternal health outcomes.,B,please-rate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-the-us-government-should-allocate-greater-resources-to-improve-maternal-health-for-women-who,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-16,1000,1000.0000000000484,+/- 3.4%,false,5
2024-122_b_17,"If you were struggling with maternal mental health, who would you select as a support person?",B,if-you-were-struggling-with-maternal-mental-health-who-would-you-select-as-a-support-person,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-17,1000,1000.0000000000484,+/- 3.4%,true,5
2024-122_b_18,"In your opinion, what is the most important public health issue U.S. federal officials should be focusing on at this time?",B,in-your-opinion-what-is-the-most-important-public-health-issue-u-s-federal-officials-should-be-focusing-on-at-this-time,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-18,1000,1000.0000000000484,+/- 3.4%,false,8
2024-122_b_19,"Which of the following terms best describes organizations, community members, jurisdictions, and various levels of government (local, state, federal, tribal) working together to improve health outcomes?",B,which-of-the-following-terms-best-describes-organizations-community-members-jurisdictions-and-various-levels-of-government-local-state-federal-tribal-working-together-to-improve,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-19,1000,1000.0000000000484,+/- 3.4%,false,7
2024-122_b_2,What social media do you spend the most amount of time on (daily)?,B,what-social-media-do-you-spend-the-most-amount-of-time-on-daily,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-2,1000,1000.0000000000484,+/- 3.4%,false,7
2024-122_b_20,How important do you think sustainable development is in the manufacturing of health care products?,B,how-important-do-you-think-sustainable-development-is-in-the-manufacturing-of-health-care-products,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-20,1000,1000.0000000000484,+/- 3.4%,false,5
2024-122_b_21,Are you familiar with the meaning of “contextual evidence” and “experiential evidence”?,B,are-you-familiar-with-the-meaning-of-contextual-evidence-and-experiential-evidence,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-21,1000,1000.0000000000484,+/- 3.4%,false,2
2024-122_b_22,Do you believe that Black Americans should receive reparations?,B,do-you-believe-that-black-americans-should-receive-reparations,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-22,1000,1000.0000000000484,+/- 3.4%,false,3
2024-122_b_24,"Do you think the number of TB cases in the U.S. is increasing, decreasing, or staying the same?",B,do-you-think-the-number-of-tb-cases-in-the-u-s-is-increasing-decreasing-or-staying-the-same,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-24,1000,1000.0000000000484,+/- 3.4%,false,4
2024-122_b_25,What is the best candy bar?,B,what-is-the-best-candy-bar,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-25,1000,1000.0000000000484,+/- 3.4%,false,4
2024-122_b_26,"Among the following types of indigenous Nigerian fufu, which do you think has the lowest glycemic index?",B,among-the-following-types-of-indigenous-nigerian-fufu-which-do-you-think-has-the-lowest-glycemic-index,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-26,1000,1000.0000000000484,+/- 3.4%,false,3
2024-122_b_27,What is your ethnicity?,B,what-is-your-ethnicity,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-27,1000,1000.0000000000484,+/- 3.4%,true,4
2024-122_b_3,"How often do you feel nervous, depressed, or emotionally stressed about the future because of rising temperatures leading to events like heat waves, wildfire, flooding, or extreme cold?",B,how-often-do-you-feel-nervous-depressed-or-emotionally-stressed-about-the-future-because-of-rising-temperatures-leading-to-events-like-heat-waves-wildfire-flooding-or-extreme-cold,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-3,1000,1000.0000000000484,+/- 3.4%,false,7
2024-122_b_4,Rate your level of agreement with this statement: Can most people be trusted?,B,rate-your-level-of-agreement-with-this-statement-can-most-people-be-trusted,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-4,1000,1000.0000000000484,+/- 3.4%,false,5
2024-122_b_5,Do you agree or disagree with the following statement? Participating in the arts builds social cohesion in my community.,B,do-you-agree-or-disagree-with-the-following-statement-participating-in-the-arts-builds-social-cohesion-in-my-community,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-5,1000,1000.0000000000484,+/- 3.4%,false,2
2024-122_b_6,"In your opinion, how many residents would have to live in that city/town for YOU to consider it rural?",B,in-your-opinion-how-many-residents-would-have-to-live-in-that-city-town-for-you-to-consider-it-rural,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-6,1000,1000.0000000000484,+/- 3.4%,false,4
2024-122_b_7,"How much do you agree or disagree with the following statement? To improve traffic safety, we need a strong safety culture of shared values, attitudes, and beliefs about driving and using roadways.",B,how-much-do-you-agree-or-disagree-with-the-following-statement-to-improve-traffic-safety-we-need-a-strong-safety-culture-of-shared-values-attitudes-and-beliefs-about-driving-and,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-7,1000,1000.0000000000484,+/- 3.4%,false,5
2024-122_b_8,"In your opinion, who has the most responsibility for traffic safety?",B,in-your-opinion-who-has-the-most-responsibility-for-traffic-safety,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2024-122#q-b-8,1000,1000.0000000000484,+/- 3.4%,false,7
2025-148_q56,"if so, where did it take place?",Module 2,if-so-where-did-it-take-place,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#if-so-where-did-it-take-place,1000,1000.0000000000484,+/- 3.4%,false,7
2026-044_q5_25,"In your opinion, which of the following driving behaviors is the biggest risk to safety on your local roads?","Health, Community, & Personal Values",in-your-opinion-which-of-the-following-driving-behaviors-is-the-biggest-risk-to-safety-on-your-local-roads,https://reports.verasight.io/reports/omnibus-2026-044#q-5-25,1000,1000.0000000000484,+/- 3.4%,false,7
